con_id,cli_ref,p_type,val_mo,st,dt_start
CON_000515,C_02422,F2,118.17,1,2021-12-31
CON_000516,C_02126,M1,33.98,1,2021-10-24
CON_000517,C_03429,M2,77.05,1,2020-12-21
CON_000518,C_03315,F2,24.42,1,2020-01-31
CON_000519,C_03181,F2,92.06,1,2022-04-03
CON_000520,C_00290,F2,119.45,1,2021-10-09
CON_000521,C_04777,M1,101.01,1,2020-01-25
CON_000522,C_04687,M1,73.35,1,2022-03-08
CON_000523,C_01556,M1,65.9,1,2021-03-11
CON_000524,C_02812,F1,102.68,1,2022-07-28
CON_000525,C_01822,M1,113.28,1,2021-03-26
CON_000526,C_04380,F2,118.87,1,2020-05-15
CON_000527,C_03898,M1,56.64,-1,2021-07-24
CON_000528,C_02937,M1,119.05,1,2022-01-25
CON_000529,C_04156,M2,31.37,-1,2020-03-30
CON_000530,C_02460,F2,41.62,1,2020-05-17
CON_000531,C_01393,M1,24.35,1,2021-03-23
CON_000532,C_04574,F1,43.53,1,2022-04-21
CON_000533,C_01484,M2,95.63,1,2021-09-09
CON_000534,C_02407,M1,104.56,1,2022-10-20
CON_000535,C_00800,M2,96.78,0,2020-07-27
CON_000536,C_03857,M2,81.26,0,2023-01-03
CON_000537,C_01049,F1,68.97,1,2023-03-11
CON_000538,C_02119,F1,89.41,1,2020-12-17
CON_000539,C_04580,F1,56.04,-1,2021-05-30
CON_000540,C_01500,F2,103.34,0,2020-07-13
CON_000541,C_02750,M2,86.1,1,2021-10-26
CON_000542,C_00732,M1,88.27,1,2022-03-06
CON_000543,C_01821,F1,71.27,1,2020-09-29
CON_000544,C_02911,F1,107.95,1,2021-11-11
CON_000545,C_01830,M2,41.46,1,2020-12-25
CON_000546,C_02516,M2,55.02,1,2021-10-13
CON_000547,C_03445,M2,96.65,1,2022-09-14
CON_000548,C_02715,M1,66.74,1,2020-05-18
CON_000549,C_03045,F2,108.37,1,2021-11-17
CON_000550,C_02135,F2,51.37,-1,2020-02-06
CON_000551,C_04797,F1,53.78,-1,2023-04-13
CON_000552,C_02409,F2,108.32,1,2022-07-08
CON_000553,C_03800,M1,63.76,1,2022-02-22
CON_000554,C_00965,F2,69.19,1,2022-11-12
CON_000555,C_03855,M1,49.94,1,2021-04-21
CON_000556,C_00440,F1,44.05,1,2022-10-28
CON_000557,C_04781,M2,83.87,1,2020-01-28
CON_000558,C_04754,M1,27.58,1,2021-04-21
CON_000559,C_00584,M2,107.32,1,2020-02-13
CON_000560,C_03869,F1,96.82,1,2020-09-11
CON_000561,C_01594,M1,35.03,0,2021-09-24
CON_000562,C_04100,M1,87.87,1,2021-04-29
CON_000563,C_00982,F2,78.28,1,2022-05-27
CON_000564,C_03127,M1,34.38,1,2021-05-13
CON_000565,C_04341,F1,43.69,1,2020-06-11
CON_000566,C_02445,M2,57.94,1,2020-05-02
CON_000567,C_03385,M1,88.42,1,2020-10-08
CON_000568,C_00443,F1,82.07,1,2022-02-06
CON_000569,C_01236,F1,70.88,0,2022-10-18
CON_000570,C_01126,M1,95.68,1,2021-08-30
CON_000571,C_01641,F2,94.58,1,2021-02-17
CON_000572,C_02808,M1,79.88,1,2020-11-06
CON_000573,C_03353,M1,97.63,1,2022-02-08
CON_000574,C_04665,F2,50.1,1,2021-02-22
CON_000575,C_03749,F1,107.53,-1,2020-03-18
CON_000576,C_01174,M1,79.57,1,2021-05-02
CON_000577,C_02592,F2,101.35,1,2022-06-27
CON_000578,C_01478,M2,72.36,0,2021-11-04
CON_000579,C_00663,M2,37.94,1,2020-10-01
CON_000580,C_03995,F2,71.95,1,2021-07-23
CON_000581,C_02725,F1,53.97,1,2021-10-12
CON_000582,C_01449,F2,88.24,1,2020-03-22
CON_000583,C_02568,F1,64.96,1,2022-12-02
CON_000584,C_00476,M2,102.79,1,2022-04-29
CON_000585,C_00039,M1,86.2,1,2021-08-13
CON_000586,C_03704,F2,86.88,1,2020-02-18
CON_000587,C_02241,M2,37.8,1,2021-04-14
CON_000588,C_01716,M1,118.35,1,2021-11-09
CON_000589,C_01382,M2,103.38,1,2021-12-02
CON_000590,C_04721,F2,97.85,-1,2021-05-11
CON_000591,C_01298,F2,49.67,1,2021-02-25
CON_000592,C_04011,M1,71.24,1,2023-01-09
CON_000593,C_00722,F2,29.4,1,2020-04-20
CON_000594,C_01061,M2,71.54,1,2021-05-23
CON_000595,C_03553,M1,30.32,1,2021-03-31
CON_000596,C_03518,M1,73.07,0,2022-02-20
CON_000597,C_03305,M2,83.12,1,2022-12-03
CON_000598,C_03515,F1,55.97,0,2021-10-20
CON_000599,C_03911,M1,67.35,-1,2021-01-10
CON_000600,C_03141,F1,106.94,1,2022-06-24
CON_000601,C_00039,M2,26.4,1,2020-01-13
CON_000602,C_00310,M2,98.13,1,2020-05-12
CON_000603,C_04373,M1,32.93,1,2022-10-03
CON_000604,C_01634,F2,18.85,1,2020-05-23
CON_000605,C_03057,M1,34.49,0,2021-01-29
CON_000606,C_00116,F2,95.33,1,2020-04-16
CON_000607,C_02640,F1,57.54,1,2020-10-16
CON_000608,C_04351,F2,106.61,1,2021-02-22
CON_000609,C_01562,M1,70.09,-1,2020-09-14
CON_000610,C_00147,F2,17.34,1,2020-07-06
CON_000611,C_00034,M2,90.25,-1,2020-12-21
CON_000612,C_02039,F1,26.57,-1,2023-01-29
CON_000613,C_01854,M2,97.88,1,2021-02-22
CON_000614,C_02821,M2,32.65,1,2021-04-28
CON_000615,C_02557,M2,51.27,1,2022-11-05
CON_000616,C_01057,M2,94.93,1,2020-06-09
CON_000617,C_00842,F2,115.19,1,2022-05-22
CON_000618,C_03143,M2,54.0,1,2022-08-14
CON_000619,C_04124,F2,102.09,1,2021-09-29
CON_000620,C_04823,M2,35.03,1,2020-12-02
CON_000621,C_02508,M1,99.75,1,2021-02-08
CON_000622,C_01369,M2,84.04,1,2021-05-16
CON_000623,C_00535,M1,35.24,1,2022-05-18
CON_000624,C_00375,F2,46.76,0,2020-12-27
CON_000625,C_02443,F1,28.84,1,2021-05-24
CON_000626,C_02383,F2,55.21,1,2021-09-12
CON_000627,C_03735,F1,36.38,1,2021-08-07
CON_000628,C_04263,F1,82.62,-1,2023-03-26
CON_000629,C_04886,M2,119.42,1,2022-07-07
CON_000630,C_04294,F1,16.26,1,2021-02-16
CON_000631,C_02768,F2,71.8,1,2021-07-10
CON_000632,C_03553,M2,75.23,1,2022-09-12
CON_000633,C_01097,F1,110.99,0,2020-06-12
CON_000634,C_02808,F2,68.13,1,2022-01-06
CON_000635,C_04016,F1,72.09,1,2022-03-26
CON_000636,C_02943,F1,64.52,1,2022-02-12
CON_000637,C_01544,M2,43.23,1,2020-12-09
CON_000638,C_01351,M2,20.88,1,2022-08-22
CON_000639,C_03305,F2,57.91,1,2022-06-22
CON_000640,C_00157,M2,20.52,1,2022-05-15
CON_000641,C_01872,M2,72.8,1,2022-10-31
CON_000642,C_01838,M1,47.27,1,2022-06-06
CON_000643,C_01075,M1,71.03,0,2020-11-15
CON_000644,C_01731,F2,29.1,1,2022-09-14
CON_000645,C_00180,M2,112.93,1,2020-02-10
CON_000646,C_04831,F2,108.92,1,2022-02-20
CON_000647,C_04134,M1,34.95,1,2022-05-25
CON_000648,C_01385,M1,51.06,-1,2020-06-19
CON_000649,C_01009,M1,79.42,1,2021-09-06
CON_000650,C_03004,F2,25.05,0,2023-01-05
CON_000651,C_00307,M2,52.23,1,2020-11-08
CON_000652,C_03074,F1,41.37,0,2023-02-06
CON_000653,C_02096,M2,111.13,1,2020-12-25
CON_000654,C_04381,F2,104.51,1,2021-06-10
CON_000655,C_00399,M1,75.88,1,2022-02-18
CON_000656,C_04866,F1,69.64,1,2022-08-07
CON_000657,C_00393,F2,112.73,1,2021-09-18
CON_000658,C_00886,M1,112.9,-1,2022-07-17
CON_000659,C_00162,F2,116.78,1,2021-08-03
CON_000660,C_00396,F1,28.16,1,2022-02-07
CON_000661,C_00949,M1,31.86,0,2023-02-25
CON_000662,C_03415,M2,86.06,1,2022-09-11
CON_000663,C_03640,F2,71.85,1,2020-05-27
CON_000664,C_03116,F1,16.94,1,2021-11-13
CON_000665,C_01013,M2,21.51,1,2020-10-06
CON_000666,C_04484,F1,108.25,0,2022-08-19
CON_000667,C_02071,F2,106.23,0,2021-02-04
CON_000668,C_03887,F1,52.51,1,2020-11-12
CON_000669,C_01255,M1,108.56,1,2021-01-23
CON_000670,C_01684,F1,77.34,1,2020-01-09
CON_000671,C_00077,F2,99.62,-1,2020-01-27
CON_000672,C_02467,M1,59.88,1,2022-10-22
CON_000673,C_03448,F1,26.91,1,2022-02-05
CON_000674,C_00828,F1,60.54,1,2022-10-03
CON_000675,C_04263,M1,63.02,1,2022-04-08
CON_000676,C_02212,M2,72.85,1,2022-05-01
CON_000677,C_04962,M2,26.09,0,2022-03-19
CON_000678,C_01124,M1,119.1,1,2022-02-03
CON_000679,C_03432,F1,40.63,0,2022-02-25
CON_000680,C_00860,M2,35.85,1,2022-09-29
CON_000681,C_04191,M1,70.31,0,2021-09-22
CON_000682,C_00965,F2,71.41,1,2020-05-25
CON_000683,C_02316,F1,61.18,1,2022-04-17
CON_000684,C_00934,F2,96.05,1,2020-03-20
CON_000685,C_00871,F1,69.25,1,2020-09-11
CON_000686,C_04078,M2,79.02,-1,2022-02-27
CON_000687,C_01628,F2,90.99,1,2023-03-04
CON_000688,C_04989,F2,17.63,1,2020-11-28
CON_000689,C_01637,M1,74.92,0,2021-02-01
CON_000690,C_02155,M2,107.84,0,2022-06-12
CON_000691,C_04286,M2,16.83,1,2021-06-06
CON_000692,C_01653,F1,57.54,-1,2021-12-14
CON_000693,C_02933,M1,112.25,1,2022-11-09
CON_000694,C_03357,M1,52.08,1,2022-09-27
CON_000695,C_02420,F1,63.17,1,2022-01-24
CON_000696,C_01314,F2,118.06,1,2020-04-28
CON_000697,C_00323,F1,35.93,1,2022-02-28
CON_000698,C_04491,F1,21.85,1,2022-05-18
CON_000699,C_04067,F1,105.24,1,2021-05-20
CON_000700,C_01702,M1,106.19,0,2021-05-11
CON_000701,C_03938,F1,64.57,1,2022-09-05
CON_000702,C_02709,F1,68.99,-1,2020-03-11
CON_000703,C_01922,F1,102.76,1,2022-01-10
CON_000704,C_00023,M2,92.55,1,2020-02-27
CON_000705,C_00105,F2,42.84,1,2020-10-29
CON_000706,C_00730,F2,16.77,1,2021-06-19
CON_000707,C_00905,F2,65.37,0,2022-07-21
CON_000708,C_04704,F2,105.19,1,2020-10-28
CON_000709,C_04048,M1,109.06,1,2021-06-04
CON_000710,C_01222,M1,115.4,-1,2021-05-21
CON_000711,C_00738,F1,107.35,1,2023-03-30
CON_000712,C_04192,M1,75.9,1,2020-11-26
CON_000713,C_00615,F2,61.68,1,2020-01-26
CON_000714,C_00830,M2,96.36,0,2020-08-27
CON_000715,C_02097,F1,92.68,0,2020-07-08
CON_000716,C_01894,F1,71.51,1,2022-02-26
CON_000717,C_03742,F2,24.17,1,2022-03-25
CON_000718,C_02426,F2,112.24,0,2023-04-15
CON_000719,C_02164,F2,62.84,1,2020-06-13
CON_000720,C_03804,M1,53.15,0,2022-11-27
CON_000721,C_00411,F1,81.1,1,2021-01-21
CON_000722,C_00818,F2,85.75,-1,2022-05-16
CON_000723,C_01432,M2,37.12,1,2020-12-05
CON_000724,C_00324,F1,102.88,1,2022-05-24
CON_000725,C_02381,F1,45.44,1,2021-06-01
CON_000726,C_02951,M1,34.6,1,2021-09-10
CON_000727,C_02562,F1,57.67,0,2022-10-22
CON_000728,C_03490,F2,91.71,1,2022-12-27
CON_000729,C_00950,F2,116.37,0,2022-02-22
CON_000730,C_00779,M2,99.97,1,2023-04-15
CON_000731,C_00376,F1,113.74,1,2021-09-22
CON_000732,C_00080,F1,29.76,1,2022-04-22
CON_000733,C_01134,M1,22.47,1,2020-07-01
CON_000734,C_01397,F2,73.56,1,2020-08-11
CON_000735,C_02693,M2,45.48,1,2023-03-18
CON_000736,C_02929,F2,101.95,1,2021-12-06
CON_000737,C_03586,F1,85.56,1,2020-10-19
CON_000738,C_02198,F1,116.93,0,2021-07-04
CON_000739,C_00762,M2,41.75,1,2021-03-05
CON_000740,C_03053,F1,66.01,1,2022-03-26
CON_000741,C_02808,M2,67.63,1,2021-09-22
CON_000742,C_01499,M2,40.11,-1,2020-01-14
CON_000743,C_00933,F2,76.96,1,2020-12-10
CON_000744,C_03284,M2,61.55,1,2022-10-04
CON_000745,C_03279,F1,61.91,1,2020-01-04
CON_000746,C_03740,M1,53.09,1,2020-07-17
CON_000747,C_02227,M1,16.78,1,2020-05-23
CON_000748,C_03160,F1,69.82,-1,2022-05-05
CON_000749,C_03918,M1,50.2,1,2022-12-11
CON_000750,C_03455,M1,15.14,1,2022-05-03
CON_000751,C_01367,M2,47.33,1,2021-08-13
CON_000752,C_00927,M1,44.26,0,2022-06-01
CON_000753,C_01086,M1,56.31,1,2020-12-15
CON_000754,C_00481,M1,28.84,1,2020-12-27
CON_000755,C_01306,F2,68.31,1,2022-02-06
CON_000756,C_00850,F1,87.71,1,2021-01-16
CON_000757,C_03409,M2,81.17,1,2020-10-02
CON_000758,C_04840,M1,99.39,1,2021-02-09
CON_000759,C_03955,F1,62.46,1,2022-09-23
CON_000760,C_04661,M1,69.5,1,2021-01-07
CON_000761,C_03590,F2,100.09,1,2022-10-26
CON_000762,C_01485,F2,59.91,1,2020-08-13
CON_000763,C_03111,M1,88.67,0,2022-07-11
CON_000764,C_02938,M1,60.63,1,2023-03-07
CON_000765,C_00237,M1,58.86,1,2021-03-11
CON_000766,C_01071,F2,94.82,1,2021-01-15
CON_000767,C_03958,F2,33.36,1,2021-02-15
CON_000768,C_03999,F1,50.55,-1,2020-04-30
CON_000769,C_00926,M2,38.54,-1,2021-01-09
CON_000770,C_03370,M2,52.71,1,2021-01-27
CON_000771,C_03611,F2,39.19,1,2021-06-15
CON_000772,C_00377,M2,75.84,1,2022-04-17
CON_000773,C_00519,M1,98.81,0,2022-06-21
CON_000774,C_02144,F1,97.59,1,2020-08-11
CON_000775,C_02575,F2,53.27,1,2020-12-06
CON_000776,C_00102,F2,118.82,1,2020-06-12
CON_000777,C_04300,M2,77.35,-1,2021-08-23
CON_000778,C_04724,M1,56.94,1,2020-06-24
CON_000779,C_04629,F1,102.73,1,2022-02-12
CON_000780,C_01835,M2,91.64,1,2020-09-12
CON_000781,C_02772,F2,93.67,1,2021-07-20
CON_000782,C_04253,F2,35.59,1,2020-05-11
CON_000783,C_04286,M2,64.17,-1,2021-12-01
CON_000784,C_00781,M1,105.49,0,2020-03-01
CON_000785,C_03546,F1,67.92,1,2023-04-14
CON_000786,C_02037,F1,86.76,0,2021-04-25
CON_000787,C_03948,F1,76.73,1,2022-09-05
CON_000788,C_02833,F1,103.45,1,2022-09-20
CON_000789,C_03153,M1,44.88,-1,2020-07-25
CON_000790,C_01218,F2,75.42,1,2020-01-20
CON_000791,C_04574,F2,27.94,1,2020-05-05
CON_000792,C_00448,F1,87.47,-1,2021-06-28
CON_000793,C_00096,F1,91.86,1,2020-01-15
CON_000794,C_01286,F1,19.5,1,2023-04-07
CON_000795,C_04142,M2,85.96,-1,2020-03-26
CON_000796,C_03845,M2,58.54,1,2020-07-17
CON_000797,C_04062,F2,28.03,1,2021-03-08
CON_000798,C_01355,F2,59.09,1,2022-12-05
CON_000799,C_00614,F1,35.39,1,2020-01-15
CON_000800,C_04028,M2,58.63,1,2022-02-08
CON_000801,C_02627,M1,55.36,1,2022-12-01
CON_000802,C_01974,M2,92.53,1,2021-06-28
CON_000803,C_02711,F2,96.29,1,2022-09-22
CON_000804,C_02279,M2,78.74,1,2022-08-27
CON_000805,C_00413,F2,17.38,1,2021-11-21
CON_000806,C_04153,F1,112.76,0,2022-05-29
CON_000807,C_01825,M1,87.05,1,2021-11-20
CON_000808,C_04510,F1,18.59,0,2022-01-29
CON_000809,C_03102,F1,100.98,1,2021-12-03
CON_000810,C_03304,M1,36.03,1,2021-10-07
CON_000811,C_01926,M1,75.82,1,2021-05-05
CON_000812,C_00646,M1,64.0,1,2022-01-09
CON_000813,C_03761,F2,59.08,1,2022-03-27
CON_000814,C_03639,F1,108.42,1,2022-02-14
CON_000815,C_04695,F2,60.92,-1,2020-04-27
CON_000816,C_03671,M1,22.91,1,2021-12-30
CON_000817,C_00722,F2,114.4,-1,2021-11-07
CON_000818,C_04084,M1,111.66,1,2020-07-24
CON_000819,C_03663,M2,86.87,1,2020-01-07
CON_000820,C_02590,M1,64.13,1,2022-07-24
CON_000821,C_00973,F1,24.75,1,2022-04-02
CON_000822,C_04075,F1,98.03,0,2020-10-11
CON_000823,C_00146,F1,22.93,1,2020-02-22
CON_000824,C_00841,F2,22.2,1,2020-09-08
CON_000825,C_03305,F1,71.43,1,2022-12-22
CON_000826,C_03378,M1,31.81,1,2021-07-26
CON_000827,C_00294,M2,15.81,0,2021-05-24
CON_000828,C_04565,F1,59.43,1,2022-01-24
CON_000829,C_04499,F2,29.41,1,2022-07-14
CON_000830,C_00002,M2,31.85,1,2022-08-31
CON_000831,C_00745,F1,23.08,-1,2022-11-20
CON_000832,C_04950,F1,36.53,1,2022-04-26
CON_000833,C_02496,M2,90.13,1,2021-01-19
CON_000834,C_04165,F1,99.94,1,2020-01-07
CON_000835,C_04607,F2,62.52,-1,2021-10-21
CON_000836,C_01695,M1,68.19,1,2020-02-04
CON_000837,C_03738,M1,18.43,1,2022-01-07
CON_000838,C_02793,M2,22.28,1,2020-04-03
CON_000839,C_02977,M1,42.04,1,2021-10-28
CON_000840,C_00445,F1,72.11,1,2022-06-28
CON_000841,C_01827,F1,92.65,1,2021-04-23
CON_000842,C_03723,F2,78.53,1,2022-09-19
CON_000843,C_02720,M1,56.17,1,2022-03-30
CON_000844,C_04589,M2,27.42,1,2020-06-15
CON_000845,C_04915,F1,96.98,1,2021-12-14
CON_000846,C_03876,M2,53.2,-1,2022-05-26
CON_000847,C_02977,F1,92.29,0,2022-09-02
CON_000848,C_03708,F1,68.86,1,2020-07-24
CON_000849,C_00935,F2,92.56,1,2022-02-27
CON_000850,C_00799,M1,110.27,0,2021-08-24
CON_000851,C_01817,F2,111.71,1,2021-02-03
CON_000852,C_00018,M1,71.19,1,2020-10-20
CON_000853,C_02797,M2,68.71,-1,2022-12-01
CON_000854,C_02910,M1,42.9,1,2023-03-17
CON_000855,C_02392,M2,113.26,1,2022-10-30
CON_000856,C_04487,F1,63.08,1,2020-03-06
CON_000857,C_04277,M2,28.4,1,2020-09-18
CON_000858,C_03063,M2,60.43,1,2022-10-16
CON_000859,C_00871,F1,28.34,-1,2020-06-27
CON_000860,C_00376,M2,67.77,1,2021-09-09
CON_000861,C_01345,M2,73.93,1,2023-01-28
CON_000862,C_04034,F1,50.46,0,2022-08-14
CON_000863,C_01151,F1,22.52,1,2020-12-10
CON_000864,C_03353,F1,114.07,1,2022-07-02
CON_000865,C_00877,M1,96.2,1,2020-08-24
CON_000866,C_02084,F1,103.08,0,2022-09-14
CON_000867,C_01605,F1,53.52,1,2023-01-12
CON_000868,C_01537,M2,94.89,1,2021-05-08
CON_000869,C_00990,F2,65.96,1,2021-05-13
CON_000870,C_03219,F2,36.11,1,2021-03-09
CON_000871,C_01767,M1,28.06,1,2020-12-15
CON_000872,C_03745,M1,51.23,1,2020-07-02
CON_000873,C_01562,F2,29.44,1,2020-08-04
CON_000874,C_02769,F2,119.82,1,2022-06-09
CON_000875,C_00883,F1,20.16,1,2020-02-29
CON_000876,C_03396,M2,61.32,1,2020-11-24
CON_000877,C_00381,F1,62.47,1,2021-10-30
CON_000878,C_04824,M1,46.57,-1,2022-02-24
CON_000879,C_01010,F2,74.99,0,2021-07-28
CON_000880,C_03691,M1,30.75,-1,2021-03-27
CON_000881,C_03747,F1,97.31,1,2021-06-11
CON_000882,C_04828,M1,49.91,1,2022-09-02
CON_000883,C_04131,M1,77.09,1,2020-09-09
CON_000884,C_01103,M2,90.14,1,2020-10-05
CON_000885,C_04087,M1,108.35,1,2022-12-30
CON_000886,C_00036,F1,102.76,1,2022-10-04
CON_000887,C_04345,M2,78.87,1,2020-07-04
CON_000888,C_00398,M1,55.78,1,2021-11-12
CON_000889,C_04533,F1,67.84,1,2021-04-03
CON_000890,C_03546,F2,95.72,1,2023-03-25
CON_000891,C_04794,M2,107.14,1,2020-05-12
CON_000892,C_03957,M1,25.9,1,2021-12-03
CON_000893,C_04165,M1,55.41,-1,2022-02-11
CON_000894,C_01452,M2,96.49,1,2022-02-20
CON_000895,C_04740,F1,60.32,1,2023-02-24
CON_000896,C_01423,M1,49.88,0,2022-06-13
CON_000897,C_01052,F1,58.19,1,2021-04-22
CON_000898,C_00849,M2,78.3,1,2021-04-02
CON_000899,C_03174,M1,119.98,1,2021-06-14
CON_000900,C_04920,F2,66.76,1,2020-08-24
CON_000901,C_04966,F2,36.89,1,2021-08-18
CON_000902,C_02637,F2,32.1,1,2020-06-28
CON_000903,C_04130,M2,19.45,1,2020-08-16
CON_000904,C_03152,M1,73.68,0,2020-07-01
CON_000905,C_03430,M2,72.18,1,2021-11-27
CON_000906,C_04989,M1,36.55,1,2021-01-20
CON_000907,C_02034,F2,88.01,1,2020-08-25
CON_000908,C_02242,F2,92.82,1,2023-03-19
CON_000909,C_03260,F1,42.21,0,2022-01-23
CON_000910,C_02809,M2,51.13,1,2020-09-17
CON_000911,C_02410,M2,119.0,0,2021-10-03
CON_000912,C_03710,F1,54.3,1,2022-02-17
CON_000913,C_01093,F2,94.88,0,2023-03-27
CON_000914,C_01132,F2,62.54,1,2020-01-04
CON_000915,C_03382,M2,98.3,1,2021-09-28
CON_000916,C_04936,M1,95.75,1,2020-05-06
CON_000917,C_04197,F2,85.11,1,2023-01-01
CON_000918,C_02449,F1,104.75,1,2021-01-23
CON_000919,C_04488,F1,113.62,-1,2022-03-05
CON_000920,C_02572,F1,75.9,1,2022-05-17
CON_000921,C_04535,M2,39.93,1,2021-10-16
CON_000922,C_01781,M2,56.86,1,2022-01-17
CON_000923,C_01646,M2,94.62,1,2020-09-15
CON_000924,C_01718,M2,83.34,-1,2022-11-30
CON_000925,C_02381,F1,33.67,1,2021-03-30
CON_000926,C_02829,F1,20.38,1,2020-08-06
CON_000927,C_01087,M2,86.71,1,2022-03-20
CON_000928,C_01457,M2,41.36,1,2020-01-19
CON_000929,C_04128,F1,67.47,1,2023-01-07
CON_000930,C_04445,M2,93.41,1,2022-08-01
CON_000931,C_02641,M2,74.08,1,2021-10-09
CON_000932,C_00946,M2,23.75,1,2020-10-23
CON_000933,C_02886,M2,34.49,1,2021-08-30
CON_000934,C_04607,F2,38.03,1,2021-03-24
CON_000935,C_03936,M2,42.08,1,2022-10-20
CON_000936,C_04775,F1,74.37,1,2022-07-22
CON_000937,C_04675,F1,67.92,1,2020-10-28
CON_000938,C_03420,F1,36.33,1,2021-08-03
CON_000939,C_04374,F1,22.09,1,2020-10-25
CON_000940,C_02343,M2,33.0,1,2020-03-11
CON_000941,C_03461,F2,118.36,-1,2021-10-17
CON_000942,C_00105,M1,64.2,1,2021-09-24
CON_000943,C_04283,M1,106.07,1,2022-10-25
CON_000944,C_00873,M1,104.12,1,2020-09-09
CON_000945,C_00208,M1,68.71,1,2021-07-14
CON_000946,C_03121,F1,89.2,-1,2023-03-21
CON_000947,C_01191,M2,35.24,-1,2022-09-06
CON_000948,C_00435,M2,87.28,1,2021-03-17
CON_000949,C_00464,M1,43.6,1,2022-10-10
CON_000950,C_01638,M1,102.37,1,2021-08-19
CON_000951,C_02188,F2,23.79,1,2022-02-10
CON_000952,C_01319,F2,96.18,1,2020-04-30
CON_000953,C_02348,F2,25.49,0,2021-11-13
CON_000954,C_02053,F1,107.52,1,2020-11-08
CON_000955,C_01200,M2,46.94,-1,2021-03-07
CON_000956,C_00509,F1,83.71,-1,2021-04-05
CON_000957,C_02418,F1,66.19,-1,2020-04-17
CON_000958,C_01672,M2,53.46,1,2021-01-01
CON_000959,C_04434,F2,82.77,1,2022-09-25
CON_000960,C_00265,M2,114.49,1,2022-03-13
CON_000961,C_02939,M1,19.33,1,2021-09-04
CON_000962,C_03708,F2,111.48,1,2020-11-22
CON_000963,C_00840,M2,78.95,1,2020-02-14
CON_000964,C_04603,F1,99.77,1,2023-01-27
CON_000965,C_01838,M2,55.31,1,2022-03-14
CON_000966,C_04598,F2,64.54,1,2021-11-22
CON_000967,C_03186,M1,106.23,1,2022-05-15
CON_000968,C_01947,F1,58.56,1,2022-08-27
CON_000969,C_04186,M1,71.14,1,2021-12-14
CON_000970,C_02357,M1,17.12,1,2022-03-12
CON_000971,C_00385,F1,31.65,-1,2022-03-11
CON_000972,C_03126,M2,82.38,1,2020-05-27
CON_000973,C_03175,M2,90.28,1,2022-12-17
CON_000974,C_03413,M1,76.17,1,2021-08-02
CON_000975,C_02562,M2,30.05,1,2021-08-01
CON_000976,C_04524,F2,61.77,1,2021-02-03
CON_000977,C_00441,M1,52.28,-1,2023-01-27
CON_000978,C_00107,M1,67.04,-1,2022-03-17
CON_000979,C_02059,M1,106.38,1,2020-07-18
CON_000980,C_01664,F2,96.47,1,2020-09-25
CON_000981,C_03630,M1,23.82,1,2021-10-24
CON_000982,C_01848,M2,108.48,1,2023-04-03
CON_000983,C_03013,M2,64.54,1,2020-04-20
CON_000984,C_04821,M2,93.11,1,2021-09-14
CON_000985,C_04478,M2,29.7,1,2022-07-26
CON_000986,C_04943,M1,85.43,1,2020-12-01
CON_000987,C_01610,F2,39.81,1,2023-03-28
CON_000988,C_01586,F1,61.03,1,2020-10-08
CON_000989,C_02410,M2,16.77,1,2022-06-23
CON_000990,C_03677,F1,30.92,1,2022-09-15
CON_000991,C_01454,F1,24.67,1,2021-08-19
CON_000992,C_00611,M1,40.17,1,2020-10-23
CON_000993,C_01532,M2,25.5,1,2021-03-05
CON_000994,C_01424,M2,87.65,1,2021-03-22
CON_000995,C_04210,M2,18.05,1,2021-02-04
CON_000996,C_00978,F1,79.86,1,2020-01-19
CON_000997,C_03091,M2,29.77,1,2022-01-11
CON_000998,C_00333,M2,114.24,1,2023-03-24
CON_000999,C_03511,F2,112.97,1,2020-07-27
CON_001000,C_02287,M1,38.68,1,2020-10-29
CON_001001,C_04560,M2,79.51,1,2022-02-10
CON_001002,C_02165,M2,17.94,1,2022-05-24
CON_001003,C_01066,M1,112.84,-1,2020-12-10
CON_001004,C_01319,M1,69.91,1,2020-04-25
CON_001005,C_04785,F1,19.54,1,2020-07-15
CON_001006,C_02090,F1,50.96,1,2021-12-29
CON_001007,C_00047,F1,23.07,1,2022-08-28
CON_001008,C_02708,M1,56.26,1,2021-01-02
CON_001009,C_03821,F2,85.34,0,2020-04-17
CON_001010,C_01269,M2,64.34,1,2020-08-28
CON_001011,C_00328,M1,55.29,1,2022-11-21
CON_001012,C_01260,F2,27.51,1,2021-11-24
CON_001013,C_02643,M1,40.72,1,2022-06-07
CON_001014,C_04890,F2,25.52,0,2020-10-31
CON_001015,C_00417,M1,99.79,1,2022-04-07
CON_001016,C_02468,M1,29.2,1,2021-05-16
CON_001017,C_04019,F2,77.51,0,2020-03-10
CON_001018,C_04692,F2,50.99,1,2020-08-31
CON_001019,C_04507,F2,38.73,1,2021-05-08
CON_001020,C_02934,F2,82.14,0,2022-03-23
CON_001021,C_00598,F2,62.99,1,2022-09-27
CON_001022,C_02604,F2,57.02,1,2021-09-11
CON_001023,C_04305,F2,77.25,1,2020-12-19
CON_001024,C_01802,F2,66.58,1,2022-02-07
CON_001025,C_01507,M1,46.87,1,2020-07-02
CON_001026,C_04265,F2,73.7,1,2022-08-07
CON_001027,C_00559,F2,85.3,-1,2022-02-21
CON_001028,C_04139,M1,17.8,-1,2021-07-17
CON_001029,C_01306,M1,63.92,0,2022-06-30
